435972.800563475,752200.566580313,249636.8092128729,565864.5752297109
604030.9887006568,920258.7547174948,629893.9415482035,946121.7075650415
163361.85551622746,479589.62153306545,163151.31307111814,479379.0790879561
338553.14169388433,654780.9077107223,30953.120239877207,347180.88625671517
619328.7034239874,935556.4694408253,2650.231642057432,318877.9976588954
75924.69600879293,392152.46202563087,164319.6345950449,480547.40061188285
366770.5906199398,682998.3566367778,570470.3663328228,886698.1323496609
373799.5484462076,690027.3144630456,85115.09096385744,401342.8569806954
16446.723605806037,332674.48962264403,629880.8679965087,946108.6340133466
259852.9317840579,576080.6978008959,456139.7910385545,772367.5570553925
332993.45649214135,649221.2225089793,365627.5889938157,681855.3550106536
480398.49728083226,796626.2632976703,462025.3906106188,778253.1566274568
108242.22432903982,424469.99034587777,533545.9226276386,849773.6886444765
32350.11985388915,348577.8858707271,360714.8743633753,676942.6403802133
308942.9121465014,625170.6781633394,565922.4298142571,882150.1958310951
174742.7000383824,490970.46605522034,387169.45571411063,703397.2217309487
121310.13745787938,437537.90347471734,582316.9796947156,898544.7457115536
629147.3954723631,945375.161489201,133532.23063770606,449759.996654544
179782.59368647556,496010.35970331356,51136.88009707824,367364.6461139162
381038.7699191006,697266.5359359386,279352.84207798325,595580.6080948212
189494.6967412893,505722.46275812725,356288.6622441444,672516.4282609824
42937.35129232699,359165.11730916495,543610.863389249,859838.6294060869
329708.7043786152,645936.4703954532,77411.23032325761,393638.9963400956
26125.8819309986,342353.64794783655,668111.2498827779,984339.0158996158
197177.9105061151,513405.6765229531,490460.2571196945,806688.0231365324
228177.29324822142,544405.0592650594,521608.5135826891,837836.2795995271
332527.3917972437,648755.1578140816,408768.1035091438,724995.8695259818
554274.5922758743,870502.3582927124,315912.3092950699,632140.0753119078
267400.8145726855,583628.5805895235,522781.8665340742,839009.6325509122
467669.83440188656,783897.6004187246,112230.94759062168,428458.7136074597
626347.4039494903,942575.1699663282,54236.55224294294,370464.3182597809
24034.88589193226,340262.6519087702,389854.9884557613,706082.7544725992
675430.1963342277,991657.9623510656,132763.6921289384,448991.45814577636
626612.9828357995,942840.7488526374,552349.8665859636,868577.6326028015
554391.6533842547,870619.4194010927,195163.02224009432,511390.7882569323
367986.0080013487,684213.7740181866,433362.4798179332,749590.2458347712
566811.5750227023,883039.3410395402,341752.7538272256,657980.5198440636
372124.7716899461,688352.5377067841,32925.24459943427,349153.0106162722
85143.30767535804,401371.073692196,358623.54571431945,674851.3117311574
151623.66497928996,467851.4309961279,21566.88087615484,337794.6468929928
476440.15699930023,792667.9230161381,588938.7765572683,905166.5425741062
75546.95020635976,391774.71622319776,644244.1804979846,960471.9465148225
245424.89397514562,561652.6599919836,67527.36413127674,383755.1301481147
286306.78410347935,602534.5501203174,105940.94805915336,422168.7140759913
50367.03010796406,366594.79612480203,450756.8454503394,766984.6114671773
666073.4783204715,982301.2443373094,25773.614298143726,342001.3803149817
267335.8135946011,583563.579611439,374483.02625092113,690710.7922677591
447889.0125883776,764116.7786052155,114089.19674622544,430316.9627630634
287903.9801848188,604131.7462016568,229175.61526410907,545403.381280947
140633.5447064386,456861.3107232766,32692.665950783838,348920.4319676218
419414.99232896033,735642.7583457984,108970.54391751911,425198.30993435706
137758.3003124868,453986.06632932473,163618.32002058273,479846.08603742067
256630.9966942473,572858.7627110853,154701.4379942626,470929.2040111006
635346.4503993834,951574.2164162213,259198.54737547456,575426.3133923125
600301.0095696308,916528.7755864689,551863.3594812262,868091.1254980641
279086.5325071666,595314.2985240046,683170.3910157267,999398.1570325647
234871.83115609884,551099.5971729368,271766.9890408143,587994.7550576522
212380.24640402646,528608.0124208644,219488.49446622664,535716.2604830646
172448.3287282537,488676.0947450916,119432.09972251719,435659.86573935515
165628.99185989602,481856.757876734,283339.50707314437,599567.2730899823
563744.8372816916,879972.6032985295,641351.8657903146,957579.6318071526
576571.5140815659,892799.2800984038,388322.3501626053,704550.1161794432
233612.1432729504,549839.9092897883,523376.91433992685,839604.6803567648
201624.05683064135,517851.8228474793,541237.1862244137,857464.9522412517
506398.795469311,822626.561486149,29254.17461577187,345481.9406326098
103926.82164732889,420154.5876641669,554655.251892587,870883.0179094251
553134.0877104983,869361.8537273363,464211.6790536255,780439.4450704635
534460.2193022694,850687.9853191073,240971.40030979007,557199.1663266281
529152.8068671158,845380.5728839538,607816.5046494749,924044.2706663129
165950.06482091773,482177.8308377557,614302.8747176774,930530.6407345154
118577.27970157395,434805.0457184119,89479.14655247975,405706.91256931773
80908.07641151389,397135.84242835187,308686.21649336646,624913.9825102044
448200.2847321149,764428.0507489529,175105.1217984577,491332.88781529566
398914.1101710652,715141.8761879031,654068.9377492589,970296.7037660968
296817.29016698507,613045.056183823,6812.883652663459,323040.6496695014
400848.9909130741,717076.7569299121,671194.958892707,987422.7249095449
203463.03596624313,519690.8019830811,73534.69396293002,389762.45997976797
299262.1456620987,615489.9116789367,328291.7488715161,644519.5148883541
15871.990710721879,332099.75672755984,572946.5737393535,889174.3397561915
260936.58401824144,577164.3500350794,383506.04861470166,699733.8146315396
116136.35364628863,432364.1196631266,601956.5642604947,918184.3302773326
408249.0776608305,724476.8436776685,93023.15921570291,409250.9252325409
612327.3473342578,928555.1133510957,49469.789319794305,365697.5553366323
429364.6342013883,745592.4002182262,252977.99949278572,569205.7655096237
287447.041894925,603674.807911763,671907.1405407407,988134.9065575786
325573.8069566905,641801.5729735284,7118.756575763634,323346.5225926016
213050.00779359983,529277.7738104378,44278.7780924397,360506.54410927766
651967.9881189812,968195.7541358192,144127.82434434103,460355.59036117897
493057.4977447329,809285.2637615709,317138.06057950336,633365.8265963413
566298.4961503852,882526.2621672233,361076.63770728634,677304.4037241243
294096.9659034114,610324.7319202493,120425.3411912969,436653.10720813484
582025.0206419954,898252.7866588333,326652.91735967825,642880.6833765162
250457.72246734894,566685.4884841869,412262.7510982698,728490.5171151077
472508.59419942816,788736.3602162661,90852.84538604444,407080.6114028824
677523.6288945009,993751.3949113388,489534.32626995095,805762.0922867889
374011.3255300904,690239.0915469284,71295.36964826348,387523.13566510146
184425.36866062265,500653.13467746065,266833.7097730331,583061.4757898711
43084.36819205727,359312.13420889527,297435.79086704744,613663.5568838854
180092.86507048417,496320.63108732214,274152.2291586018,590379.9951754397
178320.1613696751,494547.9273865131,5907.786458029777,322135.5524748677
511917.06210385903,828144.828120697,41342.488402415765,357570.25441925373
604569.1090538575,920796.8750706955,74353.07134947283,390580.83736631076
540982.4255556519,857210.1915724899,194981.0060323311,511208.77204916906
610144.4995636092,926372.2655804472,164337.28694261977,480565.05295945774
412778.1167612422,729005.8827780802,600167.8332045093,916395.5992213474
464827.52657433087,781055.2925911688,481418.0784479737,797645.8444648117
477227.6346971586,793455.4007139965,305753.1859473775,621980.9519642155
571196.8444822795,887424.6104991175,651110.9878807479,967338.7538975859
616039.5792484484,932267.3452652863,63827.168425749485,380054.93444258743
447890.80541550415,764118.571432342,244760.6929433766,560988.4589602146
525477.3630780162,841705.1290948542,417274.6818885681,733502.4479054061
425638.47870776366,741866.2447246016,233692.06237323716,549919.8283900751
151566.3393181756,467794.1053350136,614657.6165957313,930885.3826125693
344289.18077075615,660516.9467875941,60549.699583613445,376777.4656004514
478579.38328924106,794807.149306079,679671.9868872626,995899.7529041006
82121.5289119476,398349.29492878553,262788.5900404945,579016.3560573325
293879.67944764276,610107.4454644807,673562.823824632,989790.5898414699
73321.70316584548,389549.46918268345,27349.61122314508,343577.37723998306
663424.4744477514,979652.2404645893,321087.70228592854,637315.4683027666
468799.49090949254,785027.2569263305,328703.406707957,644931.172724795
370797.16656421963,687024.9325810575,516157.3390140667,832385.1050309046
192796.44783530541,509024.2138521434,279229.3445223558,595457.1105391937
620987.840388565,937215.606405403,582048.567154169,898276.333171007
680793.124962658,997020.8909794961,590443.2907869007,906671.0568037387
490974.3616477125,807202.1276645504,83825.0228226257,400052.78883946367
373877.7964918218,690105.5625086598,99004.04038232769,415231.80639916565
309338.81845571956,625566.5844725575,511676.3180778362,827904.0840946741
47192.183716730186,363419.9497335681,566864.3040789571,883092.070095795
416100.58887495013,732328.3548917881,557459.6205907617,873687.3866075997
410452.18218820926,726679.9482050473,205820.28144216718,522048.04745900515
414946.8628516316,731174.6288684695,186777.45974301774,503005.2257598557
485690.0034376216,801917.7694544595,289039.0956616895,605266.8616785274
243383.33428530284,559611.1003021408,361605.1241680452,677832.8901848831
177623.97353214244,493851.7395489804,96690.88514481597,412918.6511616539
628388.449750999,944616.2157678369,26854.400325885657,343082.16634272365
623629.9879630601,939857.753979898,594359.2551210833,910587.0211379214
53725.24421094952,369953.0102277875,400842.37177504296,717070.1377918809
680308.5354529088,996536.3014697467,423528.81439055136,739756.5804073893
347506.23185326066,663733.9978700986,24673.258985769386,340901.0250026074
302921.2187927492,619148.9848095872,475176.51962167403,791404.285638512
548627.1244117704,864854.8904286083,627669.2399577596,943897.0059745975
632727.7532154822,948955.5192323201,493875.9310286932,810103.6970455311
556611.9941712257,872839.7601880636,323937.6079536108,640165.3739704487
156765.7364305889,472993.5024474269,301099.00489996147,617326.7709167994
514215.63315700117,830443.3991738391,530685.7018016115,846913.4678184495
573931.4912712533,890159.2572880914,627846.5141852912,944074.2802021292
192248.24101278256,508476.0070296205,519175.7527558112,835403.5187726491
393156.1010758895,709383.8670927275,435464.3948077382,751692.1608245762
318322.84836639394,634550.6143832318,649805.5107930363,966033.2768098742
128809.49890177298,445037.2649186109,11316.926917657887,327544.69293449586
578399.7800104752,894627.5460273132,46757.15727697421,362984.9232938122
416082.20100821496,732309.967025053,595650.8721079007,911878.6381247386
586504.5389924527,902732.3050092906,470833.86294023885,787061.6289570768
45900.66971714278,362128.43573398073,37558.3205327948,353786.0865496328
355528.5001670885,671756.2661839265,487429.1886359362,803656.9546527741
132236.46199260716,448464.2280094451,388705.8253025396,704933.5913193775
641982.1392095627,958209.9052264006,186684.54122088492,502912.3072377229
